panel,input_parameter,input_value,beta1,beta2,classical_bias,quantum_bias,classical_value,quantum_value,gap,classical_oracle_value,classical_oracle_abs_error,deterministic_strategy_count
a,p,0.4,0.0,0.0,0.6799999999999999,0.7353910524340094,0.84,0.8676955262170047,0.027695526217004773,0.84,0.0,16
a,p,0.41,0.0,0.0,0.6638000000000002,0.7300170408969917,0.8319000000000001,0.8650085204484959,0.03310852044849577,0.8319000000000001,0.0,16
a,p,0.42,0.0,0.0,0.6472000000000001,0.7252087147849232,0.8236000000000001,0.8626043573924616,0.03900435739246144,0.8236000000000001,0.0,16
a,p,0.43,0.0,0.0,0.6302000000000001,0.7209660740978039,0.8151,0.8604830370489019,0.0453830370489019,0.8151,0.0,16
a,p,0.44,0.0,0.0,0.6128000000000001,0.7172891188356338,0.8064,0.8586445594178169,0.052244559417816916,0.8064000000000001,1.1102230246251565e-16,16
a,p,0.45,0.0,0.0,0.5950000000000001,0.714177848998413,0.7975000000000001,0.8570889244992065,0.059588924499206386,0.7975000000000001,0.0,16
a,p,0.46,0.0,0.0,0.5768000000000001,0.7116322645861415,0.7884,0.8558161322930707,0.06741613229307075,0.7884000000000001,1.1102230246251565e-16,16
a,p,0.47,0.0,0.0,0.5582,0.7096523655988192,0.7791,0.8548261827994096,0.07572618279940957,0.7791,0.0,16
a,p,0.48,0.0,0.0,0.5392,0.708238152036446,0.7696000000000001,0.854119076018223,0.08451907601822295,0.7696000000000001,0.0,16
a,p,0.49,0.0,0.0,0.5198,0.7073896238990222,0.7599,0.8536948119495111,0.09379481194951111,0.7599,0.0,16
a,p,0.5,0.0,0.0,0.5,0.7071067811865475,0.75,0.8535533905932737,0.10355339059327373,0.75,0.0,16
a,p,0.51,0.0,0.0,0.5198,0.7073896238990222,0.7599,0.8536948119495111,0.09379481194951111,0.7599,0.0,16
a,p,0.52,0.0,0.0,0.5392,0.708238152036446,0.7696000000000001,0.854119076018223,0.08451907601822295,0.7696000000000001,0.0,16
a,p,0.53,0.0,0.0,0.5582,0.7096523655988192,0.7791,0.8548261827994096,0.07572618279940957,0.7791,0.0,16
a,p,0.54,0.0,0.0,0.5768000000000001,0.7116322645861415,0.7884,0.8558161322930707,0.06741613229307075,0.7884,0.0,16
a,p,0.55,0.0,0.0,0.5950000000000001,0.714177848998413,0.7975000000000001,0.8570889244992065,0.059588924499206386,0.7975000000000001,0.0,16
a,p,0.56,0.0,0.0,0.6128,0.7172891188356338,0.8064,0.8586445594178169,0.052244559417816916,0.8064,0.0,16
a,p,0.57,0.0,0.0,0.6302,0.7209660740978039,0.8150999999999999,0.8604830370489019,0.04538303704890201,0.8150999999999999,0.0,16
a,p,0.58,0.0,0.0,0.6472,0.7252087147849231,0.8236,0.8626043573924616,0.03900435739246155,0.8236,0.0,16
a,p,0.59,0.0,0.0,0.6638,0.7300170408969917,0.8319,0.8650085204484959,0.03310852044849588,0.8319,0.0,16
a,p,0.6,0.0,0.0,0.6799999999999999,0.7353910524340095,0.84,0.8676955262170047,0.027695526217004773,0.84,0.0,16
a,p,0.61,0.0,0.0,0.6958,0.7413307493959764,0.8479,0.8706653746979882,0.022765374697988228,0.8479,0.0,16
a,p,0.62,0.0,0.0,0.7112,0.7478361317828927,0.8556,0.8739180658914463,0.018318065891446245,0.8556,0.0,16
a,p,0.63,0.0,0.0,0.7262000000000001,0.7549071995947583,0.8631,0.8774535997973791,0.014353599797379157,0.8631,0.0,16
a,p,0.64,0.0,0.0,0.7408,0.7625439528315728,0.8704000000000001,0.8812719764157864,0.0108719764157863,0.8704000000000001,0.0,16
a,p,0.65,0.0,0.0,0.755,0.7707463914933368,0.8775,0.8853731957466684,0.007873195746668449,0.8775,0.0,16
a,p,0.66,0.0,0.0,0.7688,0.7795145155800499,0.8844000000000001,0.889757257790025,0.0053572577900249385,0.8844000000000001,0.0,16
a,p,0.67,0.0,0.0,0.7822000000000001,0.7888483250917124,0.8911,0.8944241625458562,0.003324162545856213,0.8911,0.0,16
a,p,0.68,0.0,0.0,0.7952000000000001,0.7987478200283242,0.8976000000000001,0.8993739100141621,0.00177391001416205,0.8976000000000001,0.0,16
a,p,0.69,0.0,0.0,0.8077999999999999,0.809213000389885,0.9038999999999999,0.9046065001949425,0.0007065001949425609,0.9038999999999999,0.0,16
a,p,0.7,0.0,0.0,0.82,0.8202438661763951,0.9099999999999999,0.9101219330881976,0.00012193308819763438,0.9099999999999999,0.0,16
a,p,0.71,0.0,0.0,0.8318,0.8318000000000001,0.9158999999999999,0.9159,1.1102230246251565e-16,0.9159,1.1102230246251565e-16,16
a,p,0.72,0.0,0.0,0.8432,0.8432,0.9216,0.9216,0.0,0.9216,0.0,16
a,p,0.73,0.0,0.0,0.8542,0.8542,0.9271,0.9271,0.0,0.9270999999999999,1.1102230246251565e-16,16
a,p,0.74,0.0,0.0,0.8648,0.8648,0.9324,0.9324,0.0,0.9324,0.0,16
a,p,0.75,0.0,0.0,0.875,0.875,0.9375,0.9375,0.0,0.9375,0.0,16
a,p,0.76,0.0,0.0,0.8848,0.8848,0.9424,0.9424,0.0,0.9424,0.0,16
a,p,0.77,0.0,0.0,0.8942,0.8942,0.9471,0.9471,0.0,0.9470999999999999,1.1102230246251565e-16,16
a,p,0.78,0.0,0.0,0.9032,0.9032,0.9516,0.9516,0.0,0.9516,0.0,16
a,p,0.79,0.0,0.0,0.9118,0.9118000000000002,0.9559,0.9559000000000001,1.1102230246251565e-16,0.9559000000000001,1.1102230246251565e-16,16
a,p,0.8,0.0,0.0,0.9200000000000002,0.9200000000000002,0.9600000000000001,0.9600000000000001,0.0,0.9600000000000001,0.0,16
a,p,0.81,0.0,0.0,0.9278000000000001,0.9278000000000001,0.9639,0.9639,0.0,0.9639,0.0,16
a,p,0.82,0.0,0.0,0.9351999999999999,0.9352,0.9676,0.9676,0.0,0.9676,0.0,16
a,p,0.83,0.0,0.0,0.9422,0.9421999999999999,0.9711000000000001,0.9711,-1.1102230246251565e-16,0.9711000000000001,0.0,16
a,p,0.84,0.0,0.0,0.9487999999999999,0.9487999999999999,0.9743999999999999,0.9743999999999999,0.0,0.9743999999999999,0.0,16
a,p,0.85,0.0,0.0,0.955,0.9549999999999998,0.9775,0.9774999999999999,-1.1102230246251565e-16,0.9774999999999999,1.1102230246251565e-16,16
a,p,0.86,0.0,0.0,0.9608,0.9607999999999999,0.9803999999999999,0.9803999999999999,0.0,0.9803999999999999,0.0,16
a,p,0.87,0.0,0.0,0.9662000000000001,0.9662000000000001,0.9831000000000001,0.9831000000000001,0.0,0.9831000000000001,0.0,16
a,p,0.88,0.0,0.0,0.9712,0.9712000000000001,0.9856,0.9856,0.0,0.9856,0.0,16
a,p,0.89,0.0,0.0,0.9758,0.9758,0.9879,0.9879,0.0,0.9879,0.0,16
a,p,0.9,0.0,0.0,0.98,0.98,0.99,0.99,0.0,0.99,0.0,16
a,p,0.91,0.0,0.0,0.9838,0.9838,0.9919,0.9919,0.0,0.9919,0.0,16
a,p,0.92,0.0,0.0,0.9872,0.9872000000000001,0.9936,0.9936,0.0,0.9936,0.0,16
a,p,0.93,0.0,0.0,0.9902000000000001,0.9902000000000001,0.9951000000000001,0.9951000000000001,0.0,0.9951000000000001,0.0,16
a,p,0.94,0.0,0.0,0.9928,0.9928000000000001,0.9964,0.9964000000000001,1.1102230246251565e-16,0.9964000000000001,1.1102230246251565e-16,16
a,p,0.95,0.0,0.0,0.995,0.9950000000000001,0.9975,0.9975,0.0,0.9975,0.0,16
a,p,0.96,0.0,0.0,0.9968,0.9968000000000001,0.9984,0.9984000000000001,1.1102230246251565e-16,0.9984000000000001,1.1102230246251565e-16,16
a,p,0.97,0.0,0.0,0.9982,0.9982,0.9991,0.9991,0.0,0.9991,0.0,16
a,p,0.98,0.0,0.0,0.9992,0.9992,0.9996,0.9996,0.0,0.9995999999999999,1.1102230246251565e-16,16
a,p,0.99,0.0,0.0,0.9998,0.9998,0.9999,0.9999,0.0,0.9999,0.0,16
a,p,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,16
a,p,0.0,0.01,0.01,1.0,1.0,1.0,1.0,0.0,1.0,0.0,16
a,p,0.01,0.01,0.01,0.999404,0.999404,0.999702,0.999702,0.0,0.9997019999999999,1.1102230246251565e-16,16
a,p,0.02,0.01,0.01,0.998416,0.998416,0.999208,0.999208,0.0,0.9992079999999999,1.1102230246251565e-16,16
a,p,0.03,0.01,0.01,0.9970359999999999,0.997036,0.998518,0.998518,0.0,0.9985179999999999,1.1102230246251565e-16,16
a,p,0.04,0.01,0.01,0.9952639999999999,0.9952639999999999,0.997632,0.997632,0.0,0.9976320000000001,1.1102230246251565e-16,16
a,p,0.05,0.01,0.01,0.9931,0.9931,0.99655,0.99655,0.0,0.9965499999999999,1.1102230246251565e-16,16
a,p,0.06,0.01,0.01,0.9905439999999999,0.9905439999999999,0.9952719999999999,0.9952719999999999,0.0,0.9952719999999999,0.0,16
a,p,0.07,0.01,0.01,0.9875959999999999,0.9875959999999999,0.993798,0.993798,0.0,0.9937979999999998,1.1102230246251565e-16,16
a,p,0.08,0.01,0.01,0.984256,0.984256,0.992128,0.992128,0.0,0.9921280000000001,1.1102230246251565e-16,16
a,p,0.09,0.01,0.01,0.9805240000000001,0.980524,0.990262,0.990262,0.0,0.990262,0.0,16
a,p,0.1,0.01,0.01,0.9764,0.9764000000000002,0.9882,0.9882000000000001,1.1102230246251565e-16,0.9882,0.0,16
a,p,0.11,0.01,0.01,0.971884,0.971884,0.985942,0.985942,0.0,0.9859420000000001,1.1102230246251565e-16,16
a,p,0.12,0.01,0.01,0.966976,0.9669760000000001,0.9834879999999999,0.983488,1.1102230246251565e-16,0.9834879999999999,0.0,16
a,p,0.13,0.01,0.01,0.961676,0.9616760000000001,0.980838,0.9808380000000001,1.1102230246251565e-16,0.980838,0.0,16
a,p,0.14,0.01,0.01,0.955984,0.955984,0.977992,0.977992,0.0,0.9779919999999999,1.1102230246251565e-16,16
a,p,0.15,0.01,0.01,0.9499,0.9499,0.97495,0.97495,0.0,0.97495,0.0,16
a,p,0.16,0.01,0.01,0.9434239999999999,0.9434239999999999,0.9717119999999999,0.9717119999999999,0.0,0.9717119999999998,1.1102230246251565e-16,16
a,p,0.17,0.01,0.01,0.9365559999999999,0.9365559999999999,0.968278,0.968278,0.0,0.968278,0.0,16
a,p,0.18,0.01,0.01,0.9292960000000001,0.9292960000000001,0.9646480000000001,0.9646480000000001,0.0,0.9646480000000002,1.1102230246251565e-16,16
a,p,0.19,0.01,0.01,0.9216440000000001,0.9216440000000001,0.9608220000000001,0.9608220000000001,0.0,0.9608220000000001,0.0,16
a,p,0.2,0.01,0.01,0.9136000000000002,0.9136000000000002,0.9568000000000001,0.9568000000000001,0.0,0.9568000000000003,2.220446049250313e-16,16
a,p,0.21,0.01,0.01,0.9051640000000001,0.9051640000000001,0.952582,0.952582,0.0,0.952582,0.0,16
a,p,0.22,0.01,0.01,0.896336,0.896336,0.948168,0.948168,0.0,0.9481680000000001,1.1102230246251565e-16,16
a,p,0.23,0.01,0.01,0.887116,0.887116,0.943558,0.943558,0.0,0.9435580000000001,1.1102230246251565e-16,16
a,p,0.24,0.01,0.01,0.877504,0.8775040000000001,0.938752,0.938752,0.0,0.938752,0.0,16
a,p,0.25,0.01,0.01,0.8674999999999999,0.8674999999999999,0.93375,0.93375,0.0,0.9337499999999999,1.1102230246251565e-16,16
a,p,0.26,0.01,0.01,0.857104,0.8571040000000001,0.928552,0.928552,0.0,0.9285519999999999,1.1102230246251565e-16,16
a,p,0.27,0.01,0.01,0.846316,0.846316,0.9231579999999999,0.9231579999999999,0.0,0.9231579999999999,0.0,16
a,p,0.28,0.01,0.01,0.835136,0.8351359999999999,0.9175679999999999,0.9175679999999999,0.0,0.9175679999999999,0.0,16
a,p,0.29,0.01,0.01,0.823564,0.8235640242846939,0.911782,0.911782012142347,1.214234701674144e-08,0.9117819999999999,1.1102230246251565e-16,16
a,p,0.3,0.01,0.01,0.8115999999999999,0.8120828529158832,0.9057999999999999,0.9060414264579416,0.0002414264579416736,0.9057999999999999,0.0,16
a,p,0.31,0.01,0.01,0.7992439999999998,0.8011617386870143,0.8996219999999999,0.9005808693435071,0.000958869343507196,0.8996219999999998,1.1102230246251565e-16,16
a,p,0.32,0.01,0.01,0.7864959999999999,0.7908006815980876,0.8932479999999999,0.8954003407990438,0.002152340799043917,0.8932479999999998,1.1102230246251565e-16,16
a,p,0.33,0.01,0.01,0.7733559999999998,0.7809996816491028,0.8866779999999999,0.8904998408245515,0.0038218408245516144,0.886678,1.1102230246251565e-16,16
a,p,0.34,0.01,0.01,0.7598239999999998,0.77175873884006,0.8799119999999999,0.88587936942003,0.005967369420030066,0.8799119999999999,0.0,16
a,p,0.35,0.01,0.01,0.7459,0.7630778531709592,0.87295,0.8815389265854796,0.008588926585479606,0.87295,0.0,16
a,p,0.36,0.01,0.01,0.731584,0.7549570246418005,0.865792,0.8774785123209002,0.011686512320900233,0.865792,0.0,16
a,p,0.37,0.01,0.01,0.7168760000000001,0.7473962532525835,0.858438,0.8736981266262918,0.015260126626291726,0.858438,0.0,16
a,p,0.38,0.01,0.01,0.7017760000000001,0.7403955390033088,0.8508880000000001,0.8701977695016544,0.019309769501654306,0.8508880000000001,0.0,16
a,p,0.39,0.01,0.01,0.6862839999999999,0.7339548818939758,0.843142,0.8669774409469879,0.023835440946987974,0.843142,0.0,16
a,p,0.4,0.01,0.01,0.6703999999999999,0.7280742819245849,0.8351999999999999,0.8640371409622924,0.028837140962292507,0.8351999999999999,0.0,16
a,p,0.41,0.01,0.01,0.6541240000000001,0.7227537390951362,0.8270620000000001,0.8613768695475681,0.03431486954756802,0.8270620000000002,1.1102230246251565e-16,16
a,p,0.42,0.01,0.01,0.6374560000000001,0.7179932534056293,0.8187280000000001,0.8589966267028146,0.0402686267028145,0.8187280000000001,0.0,16
a,p,0.43,0.01,0.01,0.6203960000000001,0.7137928248560643,0.810198,0.8568964124280322,0.04669841242803219,0.8101980000000001,1.1102230246251565e-16,16
a,p,0.44,0.01,0.01,0.6029440000000001,0.7101524534464414,0.8014720000000001,0.8550762267232207,0.05360422672322063,0.8014720000000001,0.0,16
a,p,0.45,0.01,0.01,0.5851000000000001,0.7070721391767605,0.7925500000000001,0.8535360695883802,0.060986069588380154,0.7925500000000001,0.0,16
a,p,0.46,0.01,0.01,0.566864,0.7045518820470216,0.783432,0.8522759410235108,0.06884394102351077,0.7834320000000001,1.1102230246251565e-16,16
a,p,0.47,0.01,0.01,0.548236,0.7025916820572244,0.774118,0.8512958410286122,0.07717784102861225,0.774118,0.0,16
a,p,0.48,0.01,0.01,0.529216,0.7011915392073695,0.764608,0.8505957696036848,0.08598776960368482,0.764608,0.0,16
a,p,0.49,0.01,0.01,0.509804,0.7003514534974565,0.754902,0.8501757267487282,0.09527372674872825,0.754902,0.0,16
a,p,0.5,0.01,0.01,0.5,0.7000714249274855,0.75,0.8500357124637428,0.10003571246374277,0.75,0.0,16
a,p,0.51,0.01,0.01,0.509804,0.7003514534974565,0.754902,0.8501757267487282,0.09527372674872825,0.754902,0.0,16
a,p,0.52,0.01,0.01,0.529216,0.7011915392073695,0.764608,0.8505957696036848,0.08598776960368482,0.764608,0.0,16
a,p,0.53,0.01,0.01,0.548236,0.7025916820572244,0.774118,0.8512958410286122,0.07717784102861225,0.7741180000000001,1.1102230246251565e-16,16
a,p,0.54,0.01,0.01,0.566864,0.7045518820470216,0.783432,0.8522759410235108,0.06884394102351077,0.783432,0.0,16
a,p,0.55,0.01,0.01,0.5851000000000001,0.7070721391767603,0.7925500000000001,0.8535360695883801,0.06098606958838004,0.7925500000000001,0.0,16
a,p,0.56,0.01,0.01,0.602944,0.7101524534464412,0.801472,0.8550762267232206,0.05360422672322063,0.801472,0.0,16
a,p,0.57,0.01,0.01,0.620396,0.7137928248560642,0.810198,0.856896412428032,0.04669841242803208,0.810198,0.0,16
a,p,0.58,0.01,0.01,0.6374559999999999,0.7179932534056291,0.8187279999999999,0.8589966267028146,0.040268626702814725,0.818728,1.1102230246251565e-16,16
a,p,0.59,0.01,0.01,0.6541239999999999,0.7227537390951361,0.827062,0.8613768695475681,0.03431486954756813,0.827062,0.0,16
a,p,0.6,0.01,0.01,0.6703999999999999,0.7280742819245849,0.8351999999999999,0.8640371409622924,0.028837140962292507,0.8351999999999999,0.0,16
a,p,0.61,0.01,0.01,0.6862839999999999,0.7339548818939758,0.843142,0.8669774409469879,0.023835440946987974,0.8431420000000001,1.1102230246251565e-16,16
a,p,0.62,0.01,0.01,0.7017760000000001,0.7403955390033087,0.8508880000000001,0.8701977695016543,0.019309769501654195,0.8508880000000001,0.0,16
a,p,0.63,0.01,0.01,0.7168760000000001,0.7473962532525835,0.858438,0.8736981266262918,0.015260126626291726,0.858438,0.0,16
a,p,0.64,0.01,0.01,0.731584,0.7549570246418005,0.865792,0.8774785123209002,0.011686512320900233,0.865792,0.0,16
a,p,0.65,0.01,0.01,0.7459,0.7630778531709592,0.87295,0.8815389265854796,0.008588926585479606,0.87295,0.0,16
a,p,0.66,0.01,0.01,0.759824,0.7717587388400601,0.879912,0.88587936942003,0.005967369420029955,0.879912,0.0,16
a,p,0.67,0.01,0.01,0.773356,0.7809996816491029,0.8866780000000001,0.8904998408245515,0.0038218408245513924,0.8866780000000001,0.0,16
a,p,0.68,0.01,0.01,0.7864960000000001,0.7908006815980877,0.893248,0.8954003407990438,0.002152340799043806,0.893248,0.0,16
a,p,0.69,0.01,0.01,0.7992439999999998,0.8011617386870142,0.8996219999999999,0.9005808693435071,0.000958869343507196,0.8996219999999999,0.0,16
a,p,0.7,0.01,0.01,0.8115999999999999,0.8120828529158832,0.9057999999999999,0.9060414264579416,0.0002414264579416736,0.9057999999999999,0.0,16
a,p,0.71,0.01,0.01,0.823564,0.823564024284694,0.911782,0.911782012142347,1.214234701674144e-08,0.9117820000000001,1.1102230246251565e-16,16
a,p,0.72,0.01,0.01,0.835136,0.8351359999999999,0.9175679999999999,0.9175679999999999,0.0,0.9175679999999999,0.0,16
a,p,0.73,0.01,0.01,0.846316,0.846316,0.9231579999999999,0.9231579999999999,0.0,0.9231579999999999,0.0,16
a,p,0.74,0.01,0.01,0.857104,0.8571040000000001,0.928552,0.928552,0.0,0.928552,0.0,16
a,p,0.75,0.01,0.01,0.8674999999999999,0.8675,0.93375,0.9337500000000001,1.1102230246251565e-16,0.93375,0.0,16
a,p,0.76,0.01,0.01,0.877504,0.8775040000000001,0.938752,0.938752,0.0,0.938752,0.0,16
a,p,0.77,0.01,0.01,0.887116,0.887116,0.943558,0.943558,0.0,0.9435579999999999,1.1102230246251565e-16,16
a,p,0.78,0.01,0.01,0.896336,0.896336,0.948168,0.948168,0.0,0.948168,0.0,16
a,p,0.79,0.01,0.01,0.9051640000000001,0.9051640000000001,0.952582,0.952582,0.0,0.952582,0.0,16
a,p,0.8,0.01,0.01,0.9136000000000001,0.9136000000000001,0.9568000000000001,0.9568000000000001,0.0,0.9568000000000001,0.0,16
a,p,0.81,0.01,0.01,0.921644,0.9216440000000001,0.9608220000000001,0.9608220000000001,0.0,0.9608220000000001,0.0,16
a,p,0.82,0.01,0.01,0.9292959999999999,0.9292959999999999,0.964648,0.964648,0.0,0.964648,0.0,16
a,p,0.83,0.01,0.01,0.936556,0.936556,0.968278,0.968278,0.0,0.968278,0.0,16
a,p,0.84,0.01,0.01,0.9434239999999999,0.943424,0.9717119999999999,0.971712,1.1102230246251565e-16,0.9717119999999999,0.0,16
a,p,0.85,0.01,0.01,0.9499,0.9499,0.97495,0.97495,0.0,0.97495,0.0,16
a,p,0.86,0.01,0.01,0.955984,0.955984,0.977992,0.977992,0.0,0.977992,0.0,16
a,p,0.87,0.01,0.01,0.961676,0.9616760000000001,0.980838,0.9808380000000001,1.1102230246251565e-16,0.980838,0.0,16
a,p,0.88,0.01,0.01,0.966976,0.9669760000000001,0.9834879999999999,0.983488,1.1102230246251565e-16,0.9834879999999999,0.0,16
a,p,0.89,0.01,0.01,0.971884,0.971884,0.985942,0.985942,0.0,0.985942,0.0,16
a,p,0.9,0.01,0.01,0.9764,0.9764000000000002,0.9882,0.9882000000000001,1.1102230246251565e-16,0.9882,0.0,16
a,p,0.91,0.01,0.01,0.9805240000000001,0.980524,0.990262,0.990262,0.0,0.990262,0.0,16
a,p,0.92,0.01,0.01,0.984256,0.984256,0.992128,0.992128,0.0,0.992128,0.0,16
a,p,0.93,0.01,0.01,0.987596,0.9875960000000001,0.993798,0.9937980000000001,1.1102230246251565e-16,0.9937980000000001,1.1102230246251565e-16,16
a,p,0.94,0.01,0.01,0.990544,0.9905440000000001,0.9952719999999999,0.995272,1.1102230246251565e-16,0.995272,1.1102230246251565e-16,16
a,p,0.95,0.01,0.01,0.9931000000000001,0.9931,0.99655,0.99655,0.0,0.99655,0.0,16
a,p,0.96,0.01,0.01,0.995264,0.995264,0.9976320000000001,0.9976320000000001,0.0,0.9976320000000001,0.0,16
a,p,0.97,0.01,0.01,0.997036,0.997036,0.998518,0.998518,0.0,0.998518,0.0,16
a,p,0.98,0.01,0.01,0.998416,0.998416,0.999208,0.999208,0.0,0.999208,0.0,16
a,p,0.99,0.01,0.01,0.999404,0.999404,0.999702,0.999702,0.0,0.999702,0.0,16
a,p,1.0,0.01,0.01,1.0,1.0,1.0,1.0,0.0,1.0,0.0,16
a,p,0.0,0.02,0.02,1.0,1.0,1.0,1.0,0.0,1.0,0.0,16
a,p,0.01,0.02,0.02,0.999008,0.999008,0.999504,0.999504,0.0,0.999504,0.0,16
a,p,0.02,0.02,0.02,0.997632,0.9976319999999999,0.9988159999999999,0.9988159999999999,0.0,0.9988159999999999,0.0,16
a,p,0.03,0.02,0.02,0.995872,0.9958719999999999,0.9979359999999999,0.9979359999999999,0.0,0.997936,1.1102230246251565e-16,16
a,p,0.04,0.02,0.02,0.993728,0.993728,0.996864,0.996864,0.0,0.996864,0.0,16
a,p,0.05,0.02,0.02,0.9912,0.9912000000000001,0.9956,0.9956,0.0,0.9955999999999999,1.1102230246251565e-16,16
a,p,0.06,0.02,0.02,0.9882879999999999,0.9882879999999999,0.9941439999999999,0.9941439999999999,0.0,0.9941439999999999,0.0,16
a,p,0.07,0.02,0.02,0.9849919999999999,0.9849919999999999,0.9924959999999999,0.9924959999999999,0.0,0.9924959999999999,0.0,16
a,p,0.08,0.02,0.02,0.9813120000000001,0.9813120000000001,0.990656,0.990656,0.0,0.990656,0.0,16
a,p,0.09,0.02,0.02,0.977248,0.9772480000000001,0.988624,0.9886240000000001,1.1102230246251565e-16,0.9886240000000002,2.220446049250313e-16,16
